28135, 102B, -0.124749, -0.136179, 1.88905, 1.78, -86.28, 41.23, 1.952, 1.949, 1.894, 1.90155, 0
28136, 101A, -0.206411, -0.100698, 1.89189, 1.78, -86.28, 41.23, 1.967, 1.949, 1.894, 1.90155, 0
28137, 101B, -0.183606, -0.0379498, 1.88765, 1.78, -86.28, 41.23, 1.967, 1.943, 1.894, 1.90155, 0
28138, 102A, -0.249305, -0.461721, 1.79118, 1.78, -86.28, 41.23, 1.967, 1.943, 1.814, 1.90155, 0
28138, 102B, -0.249305, -0.461721, 1.79118, 1.78, -86.28, 41.23, 1.967, 1.943, 1.814, 1.9455, 0
28138, 101A, -0.473294, -0.0556572, 1.79698, 1.78, -86.28, 41.23, 1.953, 1.943, 1.814, 1.9455, 0
28140, 101B, -0.427895, -0.67572, 1.73503, 5.14, -86.55, 37.7, 1.953, 1.931, 1.814, 1.9455, 0
28162, 102A, -0.0494225, -0.460821, 1.82117, 8.22, -86.74, 34.45, 1.953, 1.931, 1.855, 1.9455, 0
28162, 102B, -0.0494225, -0.460821, 1.82117, 8.22, -86.74, 34.45, 1.953, 1.931, 1.855, 1.93755, 0
28187, 101A, -0.280992, -0.347555, 1.84679, 10.62, -86.89, 31.89, 1.993, 1.931, 1.855, 1.93755, 0
28187, 101B, -0.483624, -0.444206, 1.82119, 10.62, -86.89, 31.89, 1.993, 1.984, 1.855, 1.93755, 0
28188, 102A, -0.214922, -0.60192, 1.77389, 10.62, -86.89, 31.89, 1.993, 1.984, 1.825, 1.93755, 0
28214, 102B, -0.214922, -0.60192, 1.77389, 10.62, -86.89, 31.89, 1.993, 1.984, 1.825, 1.95155, 0
28214, 101A, -0.591436, 0.0283073, 1.78235, 10.62, -86.89, 31.89, 1.979, 1.984, 1.825, 1.95155, 0
28215, 101B, -0.441797, -0.67968, 1.74396, 10.62, -86.89, 31.89, 1.979, 1.945, 1.825, 1.95155, 0
28220, 102A, -0.107461, -0.4368, 1.84663, 12.32, -86.97, 30.05, 1.979, 1.945, 1.871, 1.95124, 0
28234, 102B, -0.107461, -0.4368, 1.84663, 12.07, -87.1, 30.14, 1.979, 1.945, 1.871, 1.9655, 0
28251, 101A, -0.275766, -0.168, 1.87088, 9.32, -87.54, 32.72, 1.975, 1.945, 1.871, 1.9655, 0
28251, 101B, -0.495472, -0.487084, 1.82918, 9.32, -87.54, 32.72, 1.975, 2.002, 1.871, 1.9655, 0
28266, 102A, -0.0576415, -0.249107, 1.90326, 4.11, -88.06, 37.71, 1.975, 2.002, 1.915, 1.9655, 0
28266, 102B, -0.0576415, -0.249107, 1.90326, 4.11, -88.06, 37.71, 1.975, 2.002, 1.915, 1.96655, 0
28280, 101A, -0.332792, 0.0513641, 1.90002, 4.11, -88.06, 37.71, 1.993, 2.002, 1.915, 1.96655, 0
28284, 101B, -0.286011, -0.282759, 1.91173, 4.11, -88.06, 37.71, 1.993, 1.99, 1.915, 1.96655, 0
28297, 102A, -0.104388, -0.658758, 1.77398, 4.11, -88.06, 37.71, 1.993, 1.99, 1.845, 1.96655, 0
28308, 102B, -0.104388, -0.658758, 1.77398, -19.05, -87.99, 60.22, 1.993, 1.99, 1.845, 1.97155, 0
28316, 101A, -0.543042, -0.13728, 1.82214, -24.12, -87.6, 65.21, 2.014, 1.99, 1.845, 1.97155, 0
28324, 101B, -0.578101, -0.686879, 1.74306, -25.8, -86.97, 66.94, 2.014, 1.999, 1.845, 1.97155, 0
28335, 102A, -0.167339, -0.90576, 1.64589, -25.8, -86.97, 66.94, 2.014, 1.999, 1.803, 1.97155, 0
28342, 102B, -0.167339, -0.90576, 1.64589, -25.8, -86.97, 66.94, 2.014, 1.999, 1.803, 1.98624, 0
28352, 101A, -0.727726, -0.190033, 1.74013, -25.8, -86.97, 66.94, 2.032, 1.999, 1.803, 1.98655, 0
28364, 101B, -0.821992, -0.990553, 1.5051, -26.77, -86.7, 68.05, 2.032, 2.023, 1.803, 1.98655, 0
28374, 102A, -0.180496, -0.4448, 1.8853, -31.35, -86.98, 72.72, 2.032, 2.023, 1.906, 1.98655, 0
28395, 102B, -0.180496, -0.4448, 1.8853, -31.35, -86.98, 72.72, 2.032, 2.023, 1.906, 1.99524, 0
28395, 101A, -0.448919, -0.215815, 1.89577, -31.35, -86.98, 72.72, 2.06, 2.023, 1.906, 1.99555, 0
28413, 101B, -0.468699, -0.495984, 1.8667, -39.42, -87.52, 80.77, 2.06, 2.028, 1.906, 1.99555, 0
28414, 102A, -0.257397, -0.593544, 1.84102, -39.42, -87.52, 80.77, 2.06, 2.028, 1.888, 1.99555, 0
28430, 102B, -0.257397, -0.593544, 1.84102, -39.42, -87.52, 80.77, 2.06, 2.028, 1.888, 2.00955, 0
28430, 101A, -0.535391, -0.0813992, 1.86487, -39.42, -87.52, 80.77, 2.042, 2.028, 1.888, 2.00955, 0
28443, 101B, -0.683282, -0.673624, 1.77013, -39.42, -87.52, 80.77, 2.042, 2.065, 1.888, 2.00955, 0
28446, 102A, -0.130549, -0.238561, 1.96197, -39.42, -87.52, 80.77, 2.042, 2.065, 1.967, 2.00955, 0
28461, 102B, -0.130549, -0.238561, 1.96197, -34.66, -87.91, 75.84, 2.042, 2.065, 1.967, 2.01555, 0
28464, 101A, -0.385875, 0.105737, 1.94253, -26.35, -87.9, 67.42, 2.047, 2.065, 1.967, 2.01555, 0
28477, 101B, -0.41011, -0.273052, 1.9585, -22.53, -88.12, 63.4, 2.047, 2.071, 1.967, 2.01555, 0
28484, 102A, -0.126937, -0.396001, 1.92809, -15.33, -88.17, 55.96, 2.047, 2.071, 1.945, 2.01555, 0
28493, 102B, -0.126937, -0.396001, 1.92809, -15.33, -88.17, 55.96, 2.047, 2.071, 1.945, 2.0255, 0
28502, 101A, -0.494157, 0.0236473, 1.92012, -15.33, -88.17, 55.96, 2.067, 2.071, 1.945, 2.0255, 0
28511, 101B, -0.575446, -0.424821, 1.90225, -15.33, -88.17, 55.96, 2.067, 2.091, 1.945, 2.0255, 0
28520, 102A, -0.187587, -0.595719, 1.86593, -15.33, -88.17, 55.96, 2.067, 2.091, 1.914, 2.0255, 0
28529, 102B, -0.187587, -0.595719, 1.86593, -15.33, -88.17, 55.96, 2.067, 2.091, 1.914, 2.03455, 0
28540, 101A, -0.692271, -0.0239196, 1.85748, -15.33, -88.17, 55.96, 2.095, 2.091, 1.914, 2.03455, 0
28548, 101B, -0.716809, -0.676799, 1.78864, 12.26, -87.32, 27.86, 2.095, 2.097, 1.914, 2.03455, 0
28557, 102A, -0.245966, -0.371707, 1.95912, 12.26, -87.32, 27.86, 2.095, 2.097, 1.969, 2.03455, 0
28566, 102B, -0.245966, -0.371707, 1.95912, 12.26, -87.32, 27.86, 2.095, 2.097, 1.969, 2.06255, 0
28575, 101A, -0.50825, 0.0836, 1.93558, 12.26, -87.32, 27.86, 2.083, 2.097, 1.969, 2.06255, 0
28585, 101B, -0.565782, -0.535547, 1.91076, 30.85, -86.26, 8.78, 2.083, 2.111, 1.969, 2.06255, 0
28594, 102A, -0.0850046, -0.49045, 1.94417, 30.85, -86.26, 8.78, 2.083, 2.111, 1.977, 2.06255, 0
28603, 102B, -0.0850046, -0.49045, 1.94417, 38.54, -85.93, 0.82, 2.083, 2.111, 1.977, 2.05724, 0
28612, 101A, -0.534953, -0.34224, 1.95006, 45.16, -85.49, -6.1, 2.167, 2.111, 1.977, 2.05755, 0
28624, 101B, -0.572139, -0.461028, 1.93049, 48.05, -84.99, -9.24, 2.167, 2.12, 1.977, 2.05755, 0
28630, 102A, -0.453751, -0.494869, 1.93479, 48.26, -84.38, -9.66, 2.167, 2.12, 1.971, 2.05755, 0
28639, 102B, -0.453751, -0.494869, 1.93479, 48.26, -84.38, -9.66, 2.167, 2.12, 1.971, 2.07455, 0
28649, 101A, -0.595272, -0.0424707, 1.93705, 48.26, -84.38, -9.66, 2.127, 2.12, 1.971, 2.07455, 0
28658, 101B, -0.607703, -0.595193, 1.8933, 48.26, -84.38, -9.66, 2.127, 2.123, 1.971, 2.07455, 0
28668, 102A, -0.217435, -0.595192, 1.9253, 43.69, -83.11, -5.05, 2.127, 2.123, 1.971, 2.07465535, 4
28676, 102B, -0.217435, -0.595192, 1.9253, 43.69, -83.11, -5.05, 2.127, 2.123, 1.971, 2.08855, 0
28686, 101A, -0.607703, -0.419075, 1.92395, 45.05, -82.4, -6.24, 2.191, 2.123, 1.971, 2.08855, 0
28695, 101B, -0.636777, -0.678434, 1.86719, 45.05, -82.4, -6.24, 2.191, 2.13, 1.971, 2.08855, 0
28704, 102A, -0.430407, -0.47385, 1.97695, 45.05, -82.4, -6.24, 2.191, 2.13, 2.007, 2.08855, 0
28714, 102B, -0.430407, -0.47385, 1.97695, 45.05, -82.4, -6.24, 2.191, 2.13, 2.007, 2.07155, 0
28728, 101A, -0.496925, -0.616487, 1.94296, 45.03, -81.36, -5.79, 2.229, 2.13, 2.007, 2.07155, 0
28735, 101B, -0.538624, -0.372847, 1.97713, 45.28, -80.96, -5.81, 2.229, 2.14, 2.007, 2.07155, 0
28744, 102A, -0.663476, -0.599932, 1.87683, 45.28, -80.96, -5.81, 2.229, 2.14, 1.967, 2.07155, 0
28754, 102B, -0.663476, -0.599932, 1.87683, 45.12, -80.69, -5.44, 2.229, 2.14, 1.967, 2.21555, 0
28762, 101A, -0.693859, -0.221965, 1.91707, 45.12, -80.69, -5.44, 2.176, 2.14, 1.967, 2.21555, 0
28771, 101B, -0.681328, -1.48162, 1.40745, 45.12, -80.69, -5.44, 2.176, 2.137, 1.967, 2.21555, 0
28780, 102A, 0.167235, -1.06958, 1.78273, 45.12, -80.69, -5.44, 2.176, 2.137, 2.039, 2.21524, 0
28790, 102B, 0.167235, -1.06958, 1.78273, 45.12, -80.69, -5.44, 2.176, 2.137, 2.039, 2.05655, 0
28799, 101A, -0.399656, -0.19065, 2.03387, 45.56, -80.77, -5.71, 2.168, 2.137, 2.039, 2.05655, 0
28808, 101B, -0.433109, -0.0994496, 2.02989, 46.68, -81.13, -6.71, 2.168, 2.145, 2.039, 2.05655, 0
28818, 102A, -0.462, -0.192296, 2.01241, 49.22, -81.58, -9.2, 2.168, 2.145, 2.023, 2.05655, 0
28826, 102B, -0.462, -0.192296, 2.01241, 49.22, -81.58, -9.2, 2.168, 2.145, 2.023, 2.10955, 0
28836, 101A, -0.496578, -0.210022, 2.00834, 49.22, -81.58, -9.2, 2.179, 2.145, 2.023, 2.10955, 0
28845, 101B, -0.55964, -0.507645, 1.97223, 49.22, -81.58, -9.2, 2.179, 2.16, 2.023, 2.10955, 0
28854, 102A, -0.293125, -0.350544, 2.04213, 49.22, -81.58, -9.2, 2.179, 2.16, 2.05, 2.10955, 0
28863, 102B, -0.293125, -0.350544, 2.04213, 52.16, -81.98, -12.11, 2.179, 2.16, 2.05, 2.10555, 0
28873, 101A, -0.452247, -0.554147, 2.00505, 54.21, -82.18, -14.16, 2.248, 2.16, 2.05, 2.10555, 0
28881, 101B, -0.503012, -0.326465, 2.02942, 54.21, -82.18, -14.16, 2.248, 2.172, 2.05, 2.10555, 0
28891, 102A, -0.607889, -0.344023, 2.00943, 54.21, -82.18, -14.16, 2.248, 2.172, 2.047, 2.10555, 0
28901, 102B, -0.607889, -0.344023, 2.00943, 54.21, -82.18, -14.16, 2.248, 2.172, 2.047, 2.10655, 0
28911, 101A, -0.515014, -0.269487, 2.02835, 61.61, -82.13, -21.55, 2.215, 2.172, 2.047, 2.10655, 0
28921, 101B, -0.613101, -0.350038, 2.008, 64.38, -81.88, -24.28, 2.215, 2.195, 2.047, 2.10655, 0
28935, 102A, -0.45995, -0.185158, 2.06493, 65.71, -81.5, -25.49, 2.215, 2.195, 2.075, 2.10655, 0
28939, 102B, -0.45995, -0.185158, 2.06493, 65.71, -81.5, -25.49, 2.215, 2.195, 2.075, 2.23155, 0
28950, 101A, -0.50039, -0.253143, 2.05908, 65.71, -81.5, -25.49, 2.235, 2.195, 2.075, 2.23155, 0
28957, 101B, -0.393824, -0.959622, 1.91598, 65.71, -81.5, -25.49, 2.235, 2.17, 2.075, 2.23155, 0
28969, 102A, -0.0174453, -1.18285, 1.75405, 65.71, -81.5, -25.49, 2.235, 2.17, 2.037, 2.23155, 0
28978, 102B, -0.0174453, -1.18285, 1.75405, 65.71, -81.5, -25.49, 2.235, 2.17, 2.037, 2.22355, 0
28987, 101A, -0.546418, -0.582491, 1.97458, 66.51, -80.73, -25.83, 2.262, 2.17, 2.037, 2.22355, 0
29001, 101B, -0.726147, -1.13194, 1.73568, 66.68, -80.42, -25.61, 2.262, 2.212, 2.037, 2.22355, 0
29008, 102A, -0.170816, -1.20736, 1.73883, 66.68, -80.42, -25.61, 2.262, 2.212, 2.024, 2.22355, 0
29019, 102B, -0.170816, -1.20736, 1.73883, 67.17, -80.33, -25.65, 2.262, 2.212, 2.024, 2.23855, 0
29029, 101A, -0.777703, -0.063343, 1.95242, 67.17, -80.33, -25.65, 2.222, 2.212, 2.024, 2.23855, 0
29038, 101B, 0.121608, -1.30295, 1.63759, 67.17, -80.33, -25.65, 2.222, 1.993, 2.024, 2.238268, 0
29047, 102A, 0.0696881, -1.04574, 1.84726, 67.17, -80.33, -25.65, 2.222, 1.993, 2.068, 2.23855, 0
29056, 102B, 0.0696881, -1.04574, 1.84726, 67.17, -80.33, -25.65, 2.222, 1.993, 2.068, 2.37855, 0
29070, 101A, 0.297436, -1.69342, 1.29025, 70.83, -80.63, -28.22, 2.271, 1.993, 2.068, 2.37855, 0
29076, 101B, -0.520141, -1.96894, 0.994294, 70.83, -80.63, -28.22, 2.271, 2.193, 2.068, 2.37855, 0
29086, 102A, 0.485784, -1.82034, 1.05985, 74.97, -81.09, -31.79, 2.271, 2.193, 2.093, 2.37855, 0
29094, 102B, 0.485784, -1.82034, 1.05985, 74.97, -81.09, -31.79, 2.271, 2.193, 2.093, 2.37555, 0
29104, 101A, -0.418555, -0.458538, 2.06732, 74.97, -81.09, -31.79, 2.265, 2.193, 2.093, 2.37555, 0
29115, 101B, -0.465788, -1.79997, 1.30235, 74.97, -81.09, -31.79, 2.265, 2.204, 2.093, 2.37555, 0
29124, 102A, 0.498437, -2.00164, 0.577677, 78.93, -81.55, -35.24, 2.265, 2.204, 2.059, 2.37555, 0
29134, 102B, 0.498437, -2.00164, 0.577677, 82.32, -81.99, -38.15, 2.265, 2.204, 2.059, 2.16455, 0
29144, 101A, -0.603647, -0.565212, 1.99157, 85.05, -82.35, -40.45, 2.292, 2.204, 2.059, 2.16455, 0
29156, 101B, 0.139556, -0.63345, 1.96795, 85.05, -82.35, -40.45, 2.292, 2.024, 2.059, 2.164268, 0
