41429, 101A, -0.871698, 0.336321, 1.73313, 0, 0, 0, 2.074, 2.13, 1.909, 1.904, 55, 0
41429, 101B, -0.793008, 0.0272355, 1.82072, 0, 0, 0, 2.074, 2.111, 1.909, 1.904, 55, 0
41430, 102A, -0.66041, -0.108229, 1.83887, 0, 0, 0, 2.074, 2.111, 1.884, 1.904, 55, 0
41430, 102B, -0.66041, -0.108229, 1.83887, 0, 0, 0, 2.074, 2.111, 1.884, 1.905, 55, 0
41430, 101A, -0.885611, 0.21528, 1.73226, 0, 0, 0, 2.075, 2.111, 1.884, 1.905, 55, 0
41430, 101B, -0.746555, -0.11367, 1.81798, 0, 0, 0, 2.075, 2.077, 1.884, 1.905, 55, 0
41431, 102A, -0.660742, -0.0651082, 1.84596, 0, 0, 0, 2.075, 2.077, 1.893, 1.905, 55, 0
41431, 102B, -0.660742, -0.0651082, 1.84596, 0, 0, 0, 2.075, 2.077, 1.893, 1.908, 55, 0
41431, 101A, -0.713359, 0.0118623, 1.82739, 0, 0, 0, 2.075, 2.077, 1.893, 1.908, 55, 0
41431, 101B, -0.910328, -0.08145, 1.77385, 0, 0, 0, 2.075, 2.125, 1.893, 1.908, 24, 0
41462, 102A, -0.649571, -0.0163417, 1.85714, 0, 0, 0, 2.075, 2.125, 1.905, 1.908, 55, 0
41462, 102B, -0.649571, -0.0163417, 1.85714, 0, 0, 0, 2.075, 2.125, 1.905, 1.908, 24, 0
41463, 101A, -0.86582, 0.311852, 1.73785, 0, 0, 0, 2.073, 2.125, 1.905, 1.908, 55, 0
41463, 101B, -0.890758, -0.0163413, 1.78912, 0, 0, 0, 2.073, 2.131, 1.905, 1.908, 55, 0
41496, 102A, -0.64147, 0.016367, 1.86191, 0, 0, 0, 2.073, 2.131, 1.911, 1.908, 55, 0
41496, 102B, -0.64147, 0.016367, 1.86191, 0, 0, 0, 2.073, 2.131, 1.911, 1.897, 55, 0
41496, 101A, -0.868398, 0.360171, 1.7293, 0, 0, 0, 2.071, 2.131, 1.911, 1.897, 55, 0
41496, 101B, -0.872561, 0.0761604, 1.79128, 0, 0, 0, 2.071, 2.132, 1.911, 1.897, 55, 0
41528, 102A, -0.674251, -0.00541815, 1.8415, 0, 0, 0, 2.071, 2.132, 1.896, 1.897, 55, 0
41529, 102B, -0.674251, -0.00541815, 1.8415, 0, 0, 0, 2.071, 2.132, 1.896, 1.908, 55, 0
41529, 101A, -0.928328, 0.318833, 1.70262, 0, 0, 0, 2.079, 2.132, 1.896, 1.908, 55, 0
41562, 101B, -0.915844, -0.0652112, 1.77408, 0, 0, 0, 2.079, 2.129, 1.896, 1.908, 24, 0
41563, 102A, -0.665798, -0.0976629, 1.84342, 0, 0, 0, 2.079, 2.129, 1.89, 1.908, 24, 0
41563, 102B, -0.665798, -0.0976629, 1.84342, 0, 0, 0, 2.079, 2.129, 1.89, 1.91, 55, 0
41563, 101A, -0.938028, 0.324308, 1.69045, 0, 0, 0, 2.075, 2.129, 1.89, 1.91, 55, 0
41595, 101B, -0.929716, -0.108571, 1.76459, 0, 0, 0, 2.075, 2.127, 1.89, 1.91, 55, 0
41596, 102A, -0.642114, -0.11397, 1.84811, 0, 0, 0, 2.075, 2.127, 1.889, 1.91, 24, 0
41596, 102B, -0.642114, -0.11397, 1.84811, 0, 0, 0, 2.075, 2.127, 1.889, 1.903, 24, 0
41629, 101A, -0.933406, 0.288412, 1.70138, 0, 0, 0, 2.079, 2.127, 1.889, 1.903, 55, 0
41629, 101B, -0.875437, -0.0758397, 1.78179, 0, 0, 0, 2.079, 2.113, 1.889, 1.903, 55, 0
41629, 102A, -0.684406, -0.0812356, 1.83636, 0, 0, 0, 2.079, 2.113, 1.888, 1.903, 24, 0
41629, 102B, -0.684406, -0.0812356, 1.83636, 0, 0, 0, 2.079, 2.113, 1.888, 1.908, 55, 0
41662, 101A, -0.879125, 0.215485, 1.7389, 0, 0, 0, 2.077, 2.113, 1.888, 1.908, 55, 0
41662, 101B, -0.870876, -0.108457, 1.78383, 0, 0, 0, 2.077, 2.111, 1.888, 1.908, 55, 0
41663, 102A, -0.65768, 0.0272927, 1.85938, 0, 0, 0, 2.077, 2.111, 1.913, 1.908, 55, 0
41663, 102B, -0.65768, 0.0272927, 1.85938, 0, 0, 0, 2.077, 2.111, 1.913, 1.906, 24, 0
41695, 101A, -0.778078, 0.17371, 1.80704, 0, 0, 0, 2.082, 2.111, 1.913, 1.906, 55, 0
41696, 101B, -0.844297, 0.0381899, 1.80777, 0, 0, 0, 2.082, 2.127, 1.913, 1.906, 55, 0
41696, 102A, -0.685437, -0.124496, 1.83268, 0, 0, 0, 2.082, 2.127, 1.883, 1.906, 55, 0
41728, 102B, -0.685437, -0.124496, 1.83268, 0, 0, 0, 2.082, 2.127, 1.883, 1.909, 24, 0
41729, 101A, -0.955508, 0.353579, 1.66643, 0, 0, 0, 2.068, 2.127, 1.883, 1.909, 55, 0
41729, 101B, -0.951354, -0.140846, 1.74957, 0, 0, 0, 2.068, 2.126, 1.883, 1.909, 55, 0
41729, 102A, -0.617522, -0.11391, 1.85206, 0, 0, 0, 2.068, 2.126, 1.888, 1.909, 55, 0
41762, 102B, -0.617522, -0.11391, 1.85206, 0, 0, 0, 2.068, 2.126, 1.888, 1.905, 55, 0
41762, 101A, -0.932941, 0.306072, 1.69554, 0, 0, 0, 2.075, 2.126, 1.888, 1.905, 55, 0
